,brainid,raw_somaxyz,swc42k_raw_somaxyz,swc42k_raw_somaxyz_dist,swc1891_swcfile,swc1891_raw_somaxyz,swc1891_raw_somaxyz_dist,raw_somaregion,regi_somaxyz,swc42k_regi_somaxyz,regi_somaregion_n671_u32,regi_somaregion,regi_somaregion_n671_u32_check,regi_somaregion_check,swc1891_42kfile
18097,17302,"[20214.346, 16364.372, 3103.466]","[20214.4, 16364.38, 3103.46]",0.0549181208710267,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00016.swc,[20212.287 16377.28   3104.   ],13.0820908497089,,"[199.681, 153.928, 355.553]","[199.489, 154.015, 355.59]",484682516,ccb,0,,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_10107.2_Y_8182.19_Z_1551.73.v3dpbd.swc
18101,17302,"[18679.971, 17496.121, 2939.808]","[18679.98, 17496.12, 2939.8]",0.0120830459721421,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00031.swc,[18680.    17505.984  2936.   ],10.572628528422978,,"[196.954, 170.98, 340.206]","[196.763, 171.071, 340.246]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_9339.99_Y_8748.06_Z_1469.9.v3dpbd.swc
18102,17302,"[19768.037, 17647.734, 2523.995]","[19768.04, 17647.74, 2524.0]",0.0083666002665017,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00032.swc,[19768.    17660.031  2522.256],12.4194081582001,,"[173.746, 163.209, 340.783]","[173.54, 163.296, 340.848]",662,GU6b,662,GU6b,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_9884.02_Y_8823.87_Z_1262.v3dpbd.swc
18104,17302,"[21388.695, 18583.713, 2841.22]","[21388.6, 18583.72, 2841.22]",0.0952575456341446,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00044.swc,[21398.977 18588.031  2848.992],13.592962590987458,,"[188.015, 141.298, 331.519]","[187.814, 141.379, 331.562]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_10694.3_Y_9291.86_Z_1420.61.v3dpbd.swc
18105,17302,"[20858.219, 19109.945, 2766.435]","[20858.2, 19109.94, 2766.44]",0.0202731349332096,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00045.swc,[20862.08  19117.824  2771.664],10.214127618158182,,"[186.277, 147.107, 324.645]","[186.076, 147.188, 324.691]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_10429.1_Y_9554.97_Z_1383.22.v3dpbd.swc
18106,17302,"[20770.859, 18290.6, 3295.933]","[20770.8, 18290.6, 3295.94]",0.0594138031111573,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00043.swc,[20775.871 18296.129  3299.008],8.071283045465078,,"[211.344, 144.65, 334.29]","[211.149, 144.729, 334.314]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_10385.4_Y_9145.3_Z_1647.97.v3dpbd.swc
18117,17302,"[18770.203, 19429.105, 4767.794]","[18770.2, 19429.1, 4767.8]",0.008366600266393,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00037.swc,[18771.969 19444.992  4764.992],16.228577540867807,,"[285.349, 143.23, 325.734]","[285.159, 143.322, 325.796]",262,RT,262,RT,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_9385.1_Y_9714.55_Z_2383.9.v3dpbd.swc
18125,17302,"[23298.16, 20316.371, 3255.833]","[23298.2, 20316.4, 3255.84]",0.0498998998015264,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00047.swc,[23296.385 20328.385  3260.992],13.194775557014502,,"[208.565, 114.519, 316.344]","[208.375, 114.596, 316.37]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_11649.1_Y_10158.2_Z_1627.92.v3dpbd.swc
18127,17302,"[22114.188, 18607.98, 3700.46]","[22114.2, 18607.98, 3700.46]",0.0120000000024447,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00046.swc,[22121.793 18606.207  3700.384],7.809310468924411,,"[229.231, 127.582, 334.551]","[229.04, 127.655, 334.569]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_11057.1_Y_9303.99_Z_1850.23.v3dpbd.swc
18130,17302,"[17325.74, 21953.869, 4432.551]","[17325.74, 21953.8, 4432.56]",0.0695844810279704,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00053.swc,[17320.576 21960.     4431.664],8.064913266739019,,"[272.34, 157.276, 300.708]","[272.154, 157.382, 300.752]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_8662.87_Y_10976.9_Z_2216.28.v3dpbd.swc
18132,17302,"[21110.49, 20576.191, 4922.664]","[21110.4, 20576.2, 4922.66]",0.0905372851374418,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00064.swc,[21121.088 20590.592  4923.296],17.891501585948816,,"[290.053, 116.789, 315.345]","[289.855, 116.871, 315.395]",496345672,LGd-ip,496345672,LGd-ip,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_10555.2_Y_10288.1_Z_2461.33.v3dpbd.swc
18133,17302,"[21120.357, 20894.111, 4878.825]","[21120.4, 20894.2, 4878.82]",0.0989696923311292,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00065.swc,[21126.527 20896.703  4878.976],6.694039512878698,,"[288.016, 116.172, 312.18]","[287.906, 116.238, 312.234]",496345672,LGd-ip,496345672,LGd-ip,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_10560.2_Y_10447.1_Z_2439.41.v3dpbd.swc
18134,17302,"[21906.154, 21529.711, 2974.441]","[21906.2, 21529.8, 2974.44]",0.1001898198430455,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00055.swc,[21902.977 21526.016  2972.   ],5.4502142159730615,,"[199.224, 130.905, 300.198]","[199.029, 130.984, 300.229]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_10953.1_Y_10764.9_Z_1487.22.v3dpbd.swc
18135,17302,"[22634.449, 21825.531, 2764.855]","[22634.4, 21825.6, 2764.86]",0.0847761758977222,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00057.swc,[22642.688 21834.305  2768.   ],12.440065192754616,,"[188.354, 123.692, 299.141]","[188.153, 123.772, 299.177]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_11317.2_Y_10912.8_Z_1382.43.v3dpbd.swc
18139,17302,"[22792.063, 23132.311, 3121.553]","[22792.0, 23132.4, 3121.56]",0.1092657311318335,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00062.swc,[22793.984 23134.977  3119.008],4.156299074897614,,"[207.44, 117.556, 286.857]","[207.251, 117.629, 286.883]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_11396_Y_11566.2_Z_1560.78.v3dpbd.swc
18140,17302,"[23292.186, 24063.746, 3125.315]","[23292.2, 24063.8, 3125.32]",0.0560089278596592,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00063.swc,[23278.977 24054.016  3122.   ],16.737377512623045,,"[208.202, 110.387, 279.58]","[208.013, 110.45, 279.608]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_11646.1_Y_12031.9_Z_1562.66.v3dpbd.swc
18151,17302,"[17565.936, 19645.795, 5582.668]","[17565.94, 19645.8, 5582.66]",0.0102469507652069,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00036.swc,[17568.027 19649.146  5585.286],4.738713538504338,,"[328.203, 157.971, 318.26]","[327.993, 158.029, 318.267]",1079,MGv,1079,MGv,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_8782.97_Y_9822.9_Z_2791.33.v3dpbd.swc
18152,17302,"[18659.91, 19409.844, 5756.031]","[18659.92, 19409.84, 5756.04]",0.0140356688467193,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00038.swc,[18663.68  19412.607  5753.52 ],5.305863737413106,,"[335.613, 146.502, 322.173]","[335.403, 146.533, 322.179]",1072,MGd,1072,MGd,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_9329.96_Y_9704.92_Z_2878.02.v3dpbd.swc
18153,17302,"[19646.316, 19466.574, 5194.382]","[19646.32, 19466.58, 5194.38]",0.0074833147748293,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00039.swc,[19647.104 19461.119  5196.   ],5.74420516695052,,"[304.942, 132.093, 324.685]","[304.744, 132.148, 324.738]",496345668,LGd-co,496345668,LGd-co,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_9823.16_Y_9733.29_Z_2597.19.v3dpbd.swc
18154,17302,"[19684.162, 20340.211, 5396.269]","[19684.16, 20340.2, 5396.26]",0.0143527000934025,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00040.swc,[19681.793 20348.607  5396.816],8.740948804334945,,"[315.759, 128.793, 315.81]","[315.556, 128.823, 315.851]",496345672,LGd-ip,496345672,LGd-ip,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_9842.08_Y_10170.1_Z_2698.13.v3dpbd.swc
18155,17302,"[20034.848, 20005.949, 5356.865]","[20034.8, 20006.0, 5356.86]",0.0702139587275061,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00041.swc,[20042.176 20005.377  5360.096],8.029080208838677,,"[313.087, 126.58, 319.309]","[312.95, 126.605, 319.348]",496345668,LGd-co,496345668,LGd-co,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_10017.4_Y_10003_Z_2678.43.v3dpbd.swc
18156,17302,"[20800.305, 20046.268, 4964.239]","[20800.4, 20046.2, 4964.24]",0.116833214456021,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00048.swc,[20798.271 20046.4    4964.048],2.047208098850452,,"[292.233, 120.563, 320.818]","[292.034, 120.641, 320.867]",496345668,LGd-co,496345668,LGd-co,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_10400.2_Y_10023.1_Z_2482.12.v3dpbd.swc
18157,17302,"[20504.813, 20344.215, 5223.104]","[20504.8, 20344.2, 5223.1]",0.0202484567302313,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00049.swc,[20503.424 20346.496  5222.016],2.8837520697859667,,"[306.042, 120.7, 317.117]","[305.929, 120.736, 317.151]",496345668,LGd-co,496345668,LGd-co,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_10252.4_Y_10172.1_Z_2611.55.v3dpbd.swc
18181,17302,"[18015.98, 20944.119, 5691.782]","[18015.98, 20944.2, 5691.78]",0.081024687597778,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00052.swc,[18013.695 20947.393  5692.144],4.008908205485327,,"[334.224, 147.61, 309.684]","[334.011, 147.651, 309.678]",1088,MGm,1088,MGm,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_9007.99_Y_10472.1_Z_2845.89.v3dpbd.swc
18182,17302,"[20602.52, 20747.879, 5220.51]","[20602.6, 20747.8, 5220.5]",0.1128760382009636,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00066.swc,[20614.016 20754.432  5221.44 ],13.265169618213656,,"[306.048, 118.489, 313.277]","[305.935, 118.528, 313.329]",496345668,LGd-co,496345668,LGd-co,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_10301.3_Y_10373.9_Z_2610.25.v3dpbd.swc
18263,17302,"[15082.682, 35254.234, 2300.538]","[15082.68, 35254.2, 2300.54]",0.034117444218137,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00074.swc,[15085.312 35257.281  2300.144],4.044297837700897,,"[183.56, 192.697, 167.198]","[183.358, 192.787, 167.201]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_7541.34_Y_17627.1_Z_1150.27.v3dpbd.swc
18274,17302,"[16297.247, 30683.768, 3793.541]","[16297.24, 30683.8, 3793.54]",0.0327719392155312,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00025.swc,[16300.288 30691.199  3794.784],8.124807136173372,,"[249.10700000000003, 164.182, 219.222]","[248.92700000000002, 164.302, 219.234]",362,MD,362,MD,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_8148.62_Y_15341.9_Z_1896.77.v3dpbd.swc
18299,17302,"[14655.868, 40498.445, 2647.27]","[14655.86, 40498.4, 2647.28]",0.0467867502594931,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00075.swc,[14652.672 40496.     2643.104],5.792063276588008,,"[203.064, 189.331, 115.007]","[202.859, 189.425, 115.007]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_7327.93_Y_20249.2_Z_1323.64.v3dpbd.swc
18300,17302,"[16624.201, 38846.379, 4148.164]","[16624.2, 38846.4, 4148.16]",0.0214009345596528,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00113.swc,[16627.072 38849.922  4155.36 ],8.519266752483972,,"[272.527, 148.537, 146.602]","[272.347, 148.626, 146.613]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_8312.1_Y_19423.2_Z_2074.08.v3dpbd.swc
18301,17302,"[16626.068, 39156.387, 4387.531]","[16626.06, 39156.4, 4387.54]",0.0177200451450441,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00114.swc,[16635.008 39155.008  4388.   ],9.057880657198124,,"[283.767, 146.727, 144.771]","[283.583, 146.794, 144.787]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_8313.03_Y_19578.2_Z_2193.77.v3dpbd.swc
18302,17302,"[16584.492, 38426.141, 4568.792]","[16584.5, 38426.2, 4568.8]",0.0600749531776345,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00112.swc,[16585.023 38433.984  4570.   ],7.9532304128511,,"[291.738, 146.244, 152.095]","[291.551, 146.312, 152.118]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_8292.25_Y_19213.1_Z_2284.4.v3dpbd.swc
18303,17302,"[16629.877, 39046.434, 4597.953]","[16629.88, 39046.4, 4597.96]",0.0348425027800015,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00115.swc,[16630.527 39046.91   4598.912],1.252500299400808,,"[293.626, 145.869, 146.46]","[293.438, 145.929, 146.483]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_8314.94_Y_19523.2_Z_2298.98.v3dpbd.swc
18304,17302,"[16578.469, 39218.164, 4744.491]","[16578.46, 39218.2, 4744.5]",0.038183766184564,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00116.swc,[16573.889 39214.398  4744.208],5.93626524002979,,"[300.902, 146.17, 145.012]","[300.713, 146.23, 145.041]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_8289.23_Y_19609.1_Z_2372.25.v3dpbd.swc
18305,17302,"[16313.775, 39866.348, 4752.911]","[16313.78, 39866.4, 4752.92]",0.0530094331261474,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00078.swc,[16319.296 39875.391  4756.336],11.134986079923989,,"[302.317, 150.126, 138.716]","[302.128, 150.179, 138.742]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_8156.89_Y_19933.2_Z_2376.46.v3dpbd.swc
18314,17302,"[12487.119, 41606.766, 2773.213]","[12487.12, 41606.8, 2773.22]",0.0347275107079554,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00081.swc,[12478.976 41606.91   2770.112],8.71466499642994,,"[209.399, 209.219, 98.771]","[209.185, 209.312, 98.764]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_6243.56_Y_20803.4_Z_1386.61.v3dpbd.swc
18353,17302,"[14744.164, 41447.918, 2693.33]","[14744.16, 41448.0, 2693.34]",0.0827042925147424,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00086.swc,[14744.896 41462.91   2698.272],15.802507775671852,,"[205.364, 186.942, 104.558]","[205.157, 187.037, 104.557]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_7372.08_Y_20724_Z_1346.67.v3dpbd.swc
18356,17302,"[14956.001, 42170.297, 2587.803]","[14956.0, 42170.2, 2587.8]",0.097051532704556,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00096.swc,[14956.992 42174.016  2595.008],8.168541301850235,,"[199.673, 185.067, 94.977]","[199.464, 185.16, 94.981]",579,ec,0,,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_7478_Y_21085.1_Z_1293.9.v3dpbd.swc
18363,17302,"[14498.062, 42594.23, 2819.112]","[14498.06, 42594.2, 2819.12]",0.0311126983780788,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00097.swc,[14497.984 42598.016  2828.   ],9.661077786665365,,"[211.87, 186.639, 91.657]","[211.658, 186.732, 91.644]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_7249.03_Y_21297.1_Z_1409.56.v3dpbd.swc
18365,17302,"[13798.021, 42022.121, 3128.861]","[13798.02, 42022.2, 3128.86]",0.0790126572117962,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00085.swc,[13811.968 42025.023  3130.   ],14.291176788494862,,"[227.974, 190.963, 100.464]","[227.773, 191.053, 100.461]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_6899.01_Y_21011.1_Z_1564.43.v3dpbd.swc
18369,17302,"[16271.694, 41932.352, 2755.203]","[16271.7, 41932.4, 2755.2]",0.0484664832668503,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00091.swc,[16281.984 41922.625  2760.336],15.061418193516694,,"[208.395, 169.965, 102.322]","[208.189, 170.056, 102.321]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_8135.85_Y_20966.2_Z_1377.6.v3dpbd.swc
18370,17302,"[16174.444, 42324.801, 2704.073]","[16174.44, 42324.8, 2704.08]",0.0081240384037721,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00098.swc,[16174.784 42325.121  2712.784],8.723503940504877,,"[205.762, 170.961, 96.694]","[205.556, 171.051, 96.692]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_8087.22_Y_21162.4_Z_1352.04.v3dpbd.swc
18376,17302,"[13737.864, 43870.348, 4122.333]","[13737.86, 43870.4, 4122.34]",0.0526212884709625,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//17302/17302_00099.swc,[13744.    43876.48   4129.936],11.535056523488226,,"[277.172, 182.849, 88.6]","[276.972, 182.905, 88.602]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/17302/Img_X_6868.93_Y_21935.2_Z_2061.17.v3dpbd.swc
